Sample_ID,Date,Site,Volume_Filtered_mL,Replicates,Volume_Eluted_uL,Total_Cyano_Rep,Total_Cyano_Copies_Rxn,Total_Cyano_Y_intercept,Total_Cyano_Slope,Total_Cyano_Efficiency,Total_Cyano_R_squared,Total_Cyano_Quality_checks,Total_Cyano_Source_file,mcyE_Rep,mcyE_Copies_Rxn,mcyE_Y_intercept,mcyE_Slope,mcyE_Efficiency,mcyE_R_squared,mcyE_Quality_checks,mcyE_Source_file,sxtA_Rep,sxtA_Copies_Rxn,sxtA_Y_intercept,sxtA_Slope,sxtA_Efficiency,sxtA_R_squared,sxtA_Quality_checks,sxtA_Source_file,Station_Depth_m,Sample_Depth_m,Sample_Depth_category,Local_Time_Eastern_Time_Zone,Latitude_decimal_deg,Longitude_decimal_deg,Wind_speed_knots,Wave_Height_ft,Sky,Secchi_Depth_m,Sample_Temperature_C,CTD_Temperature_C,CTD_Specific_Conductivity_uS_cm,CTD_Beam_Attenuation_m1,CTD_Tramission_,CTD_Dissolved_Oxygen_mg_L,CTD_Photosynthetically_Active_Radiation_uE_m2_s,Turbidity_NTU,Particulate_Microcystin_ug_L,Dissolved_Microcystin_ug_L,Extracted_Phycocyanin_ug_L,Extracted_Chlorophyll_a_ug_L,Total_Phosphorus_ug_P_L,Total_Dissolved_Phosphorus_ug_P_L,Soluble_Reactive_Phosphorus_ug_P_L,Ammonia_ug_N_L,Nitrate_+_Nitrite_mg_N_L,Urea_ug_N_L,Particulate_Organic_Carbon_mg_L,Particulate_Organic_Nitrogen_mg_L,Dissolved_Organic_Carbon_mg_L,Colored_Dissolved_Organic_Material_absorbance_m1_at_400nm,Total_Suspended_Solids_mg_L,Volatile_Suspended_Solids_mg_L,Year,Month,Day,DOY,Total_Cyano_Copies_mL,mcyE_Copies_mL,mcyE_Copies_mL_BDL_Replaced,sxtA_Copies_mL,sxtA_Copies_mL_BDL_Replaced,Particulate_Microcystin_ug_L_BDL_Replaced,Particulate_Microcystin_ug_L_BDL_Replaced_plusoneweek,Particulate_Microcystin_ug_L_BDL_Replaced_plusoneweek_days,Particulate_Microcystin_ug_L_BDL_Replaced_plustwoweeks,Particulate_Microcystin_ug_L_BDL_Replaced_plustwoweeks_days
NA,2015-10-14T00:00:00,WE12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.31,0.75,Surface,10:04,41.7028,-83.256,2,1.43,partly sunny,0.7,NA,15.3,258.8,7.8,14.4,8.59,226,11.8,<0.1,<0.1,0.47,3.76,47.83,27.32,22.17,45.39,0.442,NA,0.52,0.08,3.24,0.57,14.26,1.18,2015,10,14,287,NA,NA,NA,NA,NA,0.1,0.29,5,,
NA,2015-10-19T00:00:00,WE12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38,0.75,Surface,9:46,41.7031,-83.2546,4.22,1.58,sunny,0.7,NA,12.1,236.1,6.4,20.2,8.27,86,9.79,0.29,<0.1,0.29,11.12,28.8,4.92,4.93,<0.4,0.208,NA,0.71,0.15,2.05,0.23,13.12,1.52,2015,10,19,292,NA,NA,NA,NA,NA,0.29,,,,
157,2016-05-31T00:00:00,WE12,200,1,60,1,27376.02,36.327,-3.185,106.054,0.999,Good,2016_cyano.XLSX,1,0.757,37.708,-3.42,96.068,0.997,BQ,2016_mcyE.xlsx,1,BD,35.413,-3.389,97.279,0.997,BD,2016_mcyE.xlsx,6.78,0.75,Surface,11:26,41.7042,-83.2519,8.5,1.48,sunny,5,NA,20.9,323.5,1,78.1,9.43,1112,0.69,<0.1,<0.1,0.32,1.94,15.2,5.2,0.4,11.5,1.265,10.67,0.25,0.04,3.1,0.91,1.08,0.6,2016,5,31,152,3285.1224,BQL< 6.,6,BDL< 0.12,0.12,0.1,,,,
158,2016-06-13T00:00:00,WE12,60,1,60,1,62899.42,36.327,-3.185,106.054,0.999,Good,2016_cyano.XLSX,1,BD,37.708,-3.42,96.068,0.997,BD,2016_mcyE.xlsx,1,BD,35.413,-3.389,97.279,0.997,BD,2016_mcyE.xlsx,6.76,0.75,Surface,11:00,41.7039,-83.2543,8.1,0.9,sunny,0.5,NA,21.6,309,8.5,11.9,8.42,1077,12,<0.1,<0.1,0.7,14.9,91.6,12.4,1.3,119.9,0.766,8.25,1.09,0.19,2.72,0.75,15.02,1.94,2016,6,13,165,25159.768,BDL< 0.4,0.4,BDL< 0.4,0.4,0.1,,,,
159,2016-06-27T00:00:00,WE12,200,1,60,1,1.40E+06,36.327,-3.185,106.054,0.999,Good,2016_cyano.XLSX,1,63.176,37.708,-3.42,96.068,0.997,Good,2016_mcyE.xlsx,1,BD,35.413,-3.389,97.279,0.997,BD,2016_mcyE.xlsx,6.73,0.75,Surface,10:46,41.7036,-83.2557,8.94,0.9,sunny,1,NA,24,289.7,2.8,50.1,5.86,170,4.91,<0.1,<0.1,0.17,6.73,44.4,6.2,2.1,18.9,0.547,8.42,0.66,0.12,2.46,0.59,5.48,0.33,2016,6,27,179,168305.388,7.58112,7.58112,BDL< 0.12,0.12,0.1,0.1,8,1.32,14
160,2016-07-05T00:00:00,WE12,100,1,60,1,48937.73,36.995,-3.343,99.124,0.995,Good,2015_2016_cyano_redo.XLSX,1,BD,35.902,-3.22,104.441,0.996,BD,2015-2016-redo_mcyE.xlsx,1,BD,36,-3.241,103.478,0.998,BD,2015-2016-redo_mcyE.xlsx,6.52,0.75,Surface,10:24,41.7578,-83.35,7.04,0.57,sunny,0.5,NA,23.5,332.9,5.1,28.3,9.04,266,9.43,<0.1,<0.1,0.19,5.21,73.8,12.3,5.4,43.4,0.729,7.21,0.76,0.14,3.31,0.85,10.93,1.04,2016,7,5,187,11745.0552,BDL< 0.24,0.24,BDL< 0.24,0.24,0.1,1.32,6,0.19,13
161,2016-07-11T00:00:00,WE12,100,1,60,1,291045.84,36.995,-3.343,99.124,0.995,Good,2015_2016_cyano_redo.XLSX,1,758.302,35.902,-3.22,104.441,0.996,Good,2015-2016-redo_mcyE.xlsx,1,57.805,36,-3.241,103.478,0.998,Good,2015-2016-redo_mcyE.xlsx,6.76,0.75,Surface,10:24,NA,NA,9.28,0.94,sunny,0.8,NA,24.9,366.5,4.2,35.1,8.1,939,10.4,1.32,0.13,2.44,12.55,79.2,9.1,6.5,50.5,0.915,7.34,1.12,0.21,3.63,1.04,9.8,2.61,2016,7,11,193,69851.0016,181.99248,181.99248,13.8732,13.8732,1.32,0.19,7,0.3,14
162,2016-07-18T00:00:00,WE12,100,1,60,1,144148.89,36.995,-3.343,99.124,0.995,Good,2015_2016_cyano_redo.XLSX,1,3.012,35.902,-3.22,104.441,0.996,BQ,2015-2016-redo_mcyE.xlsx,1,23.593,36,-3.241,103.478,0.998,BQ,2015-2016-redo_mcyE.xlsx,6.66,0.75,Surface,9:50,41.7041,-83.2565,9.59,1.59,cloudy,0.8,NA,24.5,243.6,4.2,35.5,7.93,367,6.44,0.19,<0.1,0.24,7.93,44.7,4.6,0.7,8.1,0.218,<0.9,0.58,0.09,2.05,0.39,7.5,1.21,2016,7,18,200,34595.7336,BQL< 12.,12,BQL< 12.,12,0.19,0.3,7,2.56,14
163,2016-07-25T00:00:00,WE12,125,1,60,1,114742.57,36.995,-3.343,99.124,0.995,Good,2015_2016_cyano_redo.XLSX,1,5.301,35.902,-3.22,104.441,0.996,BQ,2015-2016-redo_mcyE.xlsx,1,357.822,36,-3.241,103.478,0.998,Good,2015-2016-redo_mcyE.xlsx,6.39,0.75,Surface,10:47,41.7038,-83.2553,12.52,0.9,cloudy,0.8,NA,26,224,3.9,37.8,8.01,377,5.95,0.3,<0.1,0.45,6.76,45.7,5,0.7,18.7,0.146,4.92,0.72,0.12,2.54,0.39,NA,2.34,2016,7,25,207,22030.57344,BQL< 9.6,9.6,68.701824,68.701824,0.3,2.56,7,1.08,15
164,2016-08-01T00:00:00,WE12,200,1,60,1,154448.9,36.995,-3.343,99.124,0.995,Good,2015_2016_cyano_redo.XLSX,1,88.458,35.902,-3.22,104.441,0.996,Good,2015-2016-redo_mcyE.xlsx,1,994.066,36,-3.241,103.478,0.998,Good,2015-2016-redo_mcyE.xlsx,6.62,0.75,Surface,10:06,41.7048,-83.2544,8.24,0.67,mostly cloudy,0.8,NA,26.2,287.3,5,28.9,7.14,784,8.87,2.56,0.24,4.83,25.53,71.7,5.8,0.6,1.7,0.375,2.83,1.98,0.36,2.98,0.65,9.72,6.69,2016,8,1,214,18533.868,10.61496,10.61496,119.28792,119.28792,2.56,1.08,8,1.13,14
165,2016-08-09T00:00:00,WE12,70,1,60,1,177262.39,36.995,-3.343,99.124,0.995,Good,2015_2016_cyano_redo.XLSX,1,618.404,35.902,-3.22,104.441,0.996,Good,2015-2016-redo_mcyE.xlsx,1,1087.108,36,-3.241,103.478,0.998,Good,2015-2016-redo_mcyE.xlsx,6.53,0.75,Surface,10:05,41.7018,-83.2517,6.82,0.76,sunny,0.5,NA,26.1,251.8,6,22.4,7.37,759,7.81,1.08,0.33,4.83,21.58,59,4.1,1,26.5,<0.002,3.12,1.96,0.42,2.82,0.47,24.3,7.42,2016,8,9,222,60775.67657,212.0242286,212.0242286,372.7227429,372.7227429,1.08,1.13,6,0.13,13
166,2016-08-15T00:00:00,WE12,80,1,60,1,485782.5,36.995,-3.343,99.124,0.995,Good,2015_2016_cyano_redo.XLSX,1,55.898,35.902,-3.22,104.441,0.996,Good,2015-2016-redo_mcyE.xlsx,1,401.029,36,-3.241,103.478,0.998,Good,2015-2016-redo_mcyE.xlsx,6.46,0.75,Surface,10:34,NA,NA,6.35,0.4,cloudy,0.5,NA,26.4,258.2,4.9,29.2,8.27,208,7.99,1.13,0.16,1.04,18.81,77.6,3.9,2.3,7,0.008,2.34,1.11,0.2,2.56,0.44,7.93,2.61,2016,8,15,228,145734.75,16.7694,16.7694,120.3087,120.3087,1.13,0.13,7,0.1,14
167,2016-08-22T00:00:00,WE12,75,1,60,1,101981.93,36.995,-3.343,99.124,0.995,Good,2015_2016_cyano_redo.XLSX,1,29.523,35.902,-3.22,104.441,0.996,BQ,2015-2016-redo_mcyE.xlsx,1,9.502,36,-3.241,103.478,0.998,BQ,2015-2016-redo_mcyE.xlsx,6.45,0.75,Surface,11:02,41.7047,-83.255,1.22,0.91,sunny,1,NA,25.1,248.6,5.3,26.6,7.49,962,6.26,0.13,0.1,0.23,7.42,30.1,3.9,1.7,3.1,<0.002,2.72,0.78,0.12,2.4,0.46,4.9,1.97,2016,8,22,235,32634.2176,BQL< 16.,16,BQL< 16.,16,0.13,0.1,7,0.2,15
168,2016-08-29T00:00:00,WE12,80,1,60,1,264804.44,36.995,-3.343,99.124,0.995,Good,2015_2016_cyano_redo.XLSX,1,41.405,35.902,-3.22,104.441,0.996,BQ,2015-2016-redo_mcyE.xlsx,1,5.759,36,-3.241,103.478,0.998,BQ,2015-2016-redo_mcyE.xlsx,6.74,0.75,Surface,10:05,41.7043,-83.2668,12.45,2.72,sunny,0.3,NA,25.2,237.4,7.1,17.3,6.86,672,11.4,<0.1,<0.1,0.3,10.35,41.5,10.4,5,42.3,<0.002,2.62,0.99,0.15,2.48,0.39,12.93,1.67,2016,8,29,242,79441.332,BQL< 15.,15,BQL< 15.,15,0.1,0.2,8,0.1,14
169,2016-09-06T00:00:00,WE12,50,1,60,1,237975.25,36.995,-3.343,99.124,0.995,Good,2015_2016_cyano_redo.XLSX,1,17.039,35.902,-3.22,104.441,0.996,BQ,2015-2016-redo_mcyE.xlsx,1,BD,36,-3.241,103.478,0.998,BD,2015-2016-redo_mcyE.xlsx,6.4,0.75,Surface,10:01,41.7026,-83.2558,6.48,0.69,sunny,0.4,NA,23.7,266,9.1,10.4,6.67,85,18.5,0.2,0.15,0.66,14.69,60.2,12.8,6.9,15.3,0.002,4.99,1.21,0.23,2.86,0.59,18.15,1.91,2016,9,6,250,114228.12,BQL< 24.,24,BDL< 0.48,0.48,0.2,0.1,6,0.27,13
170,2016-09-12T00:00:00,WE12,100,1,60,1,29851.174,36.995,-3.343,99.124,0.995,Good,2015_2016_cyano_redo.XLSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.46,0.75,Surface,10:04,41.7021,-83.2706,9.1,0.97,sunny,0.3,NA,23,263.8,8.2,12.9,8.31,525,16.7,<0.1,<0.1,0.25,4.77,74.3,23.4,16.4,35.1,0.011,13.63,0.71,0.11,2.14,0.51,17.97,1.31,2016,9,12,256,7164.28176,NA,NA,NA,NA,0.1,0.27,7,0.52,16
171,2016-09-19T00:00:00,WE12,100,1,60,1,241455.94,36.995,-3.343,99.124,0.995,Good,2015_2016_cyano_redo.XLSX,1,1.347,35.902,-3.22,104.441,0.996,BQ,2015-2016-redo_mcyE.xlsx,1,BD,36,-3.241,103.478,0.998,BD,2015-2016-redo_mcyE.xlsx,6.5,0.75,Surface,10:14,41.7032,-83.2553,3.19,0.7,sunny,0.8,NA,22.7,262.3,5.8,23.4,6.84,117,19.4,0.27,0.1,0.61,8.25,53.6,15.8,10.8,6.6,0.035,3.62,1.03,0.18,2.54,0.41,13.13,0.88,2016,9,19,263,57949.4256,BQL< 12.,12,BDL< 0.24,0.24,0.27,0.52,9,0.17,14
172,2016-09-28T00:00:00,WE12,100,1,60,1,72536.984,36.995,-3.343,99.124,0.995,Good,2015_2016_cyano_redo.XLSX,1,0.127,35.902,-3.22,104.441,0.996,BQ,2015-2016-redo_mcyE.xlsx,1,BD,36,-3.241,103.478,0.998,BD,2015-2016-redo_mcyE.xlsx,6.11,0.75,Surface,10:11,41.7027,-83.2564,5.15,0.7,rain,0.8,NA,20,269.8,7.7,14.5,8.84,47,18.1,0.52,0.16,0.15,6.61,58,20.1,11.9,16,0.012,13.5,0.78,0.13,2.99,0.43,14.52,1.69,2016,9,28,272,17408.87616,BQL< 12.,12,BDL< 0.24,0.24,0.52,0.17,5,0.1,13
1721,2016-10-03T00:00:00,WE12,40,1,60,1,59320.242,36.611,-3.253,102.972,0.997,Good,2017_plate1_cyano,1,188.6357422,36.98049927,-3.454299927,94.75753021,0.994599998,Good,2017_plate1_mcyE,1,BD,36.12149811,-3.262300014,102.5499802,0.996900022,BD,2017_plate1_mcyE,6.48,0.75,Surface,10:24,41.7037,-83.2719,5.04,0.43,foggy,0.3,NA,18.7,280.8,18.8,0.9,7.75,51,34.6,0.17,0.26,0.16,4.86,105.3,27.6,15.7,25.3,0.069,9.28,1.34,0.2,2.93,0.51,31.6,2.77,2016,10,3,277,35592.1452,113.1814453,113.1814453,BDL< 0.6,0.6,0.17,0.1,8,0.1,14
1722,2016-10-11T00:00:00,WE12,40,1,60,1,26969.574,36.611,-3.253,102.972,0.997,Good,2017_plate1_cyano,1,12.95040131,36.98049927,-3.454299927,94.75753021,0.994599998,BQ,2017_plate1_mcyE,1,BD,36.12149811,-3.262300014,102.5499802,0.996900022,BD,2017_plate1_mcyE,6.47,0.75,Surface,10:23,41.7049,-83.2662,15-Oct,1.07,cloudy,0.4,NA,17,307.7,11.5,5.6,8.13,192,19.3,<0.1,0.19,0.3,5.82,71.4,32,19.3,18.7,0.134,6.78,0.95,0.16,3.09,0.65,19.73,2.34,2016,10,11,285,16181.7444,BQL< 30.,30,BDL< 0.6,0.6,0.1,0.1,6,,
NA,2016-10-17T00:00:00,WE12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.36,0.75,Surface,12:08,41.7019,-83.2563,17.11,1.1,cloudy,0.4,NA,16.7,292.9,6.3,20.7,8.23,728,10.3,<0.1,0.12,0.24,5.26,53.2,24.7,13.6,9.8,0.062,3.73,0.63,0.12,2.86,0.58,10.63,1.44,2016,10,17,291,NA,NA,NA,NA,NA,0.1,,,,
239,2017-07-05T00:00:00,WE12,250,1,60,1,300786.906,36.983,-3.326,99.81,0.997,Good,2017_plate2 cyano,1,69.949,35.801,-3.397,96.979,0.988,Good,2017_Plate2_mcyE.xlsx,1,2.51,36.014,-3.262,102.563,0.998,BQ,2017_Plate2_mcyE.xlsx,6.94,0.75,Surface,11:36,41.7027,-83.2529,7.63,1.47,sunny,1.5,NA,23.2,269.1,2.5,53.2,7.19,1525,3.53,<0.1,<0.1,0.12,14.06,26.02,4.62,1.06,0.73,0.715,14.23,0.92,0.15,2.55,0.855,4.92,2.42,2017,7,5,186,28875.54298,6.715104,6.715104,BQL< 4.8,4.8,0.1,0.1,6,0.1,12
240,2017-07-11T00:00:00,WE12,100,1,60,1,28273.494,36.983,-3.326,99.81,0.997,Good,2017_plate2 cyano,1,5.287,35.801,-3.397,96.979,0.988,BQ,2017_Plate2_mcyE.xlsx,1,BD,36.014,-3.262,102.563,0.998,BD,2017_Plate2_mcyE.xlsx,6.78,0.75,Surface,11:33,41.7022,-83.2544,2.3,0.41,cloudy,NA,NA,23.9,273.8,1.7,65.5,7.13,469,2.55,<0.1,0.11,1.19,8.88,19.74,4.79,1.76,23.67,0.785,19.12,0.66,0.11,2.58,0.811,3.12,1.21,2017,7,11,192,6785.63856,BQL< 12.,12,BDL< 0.24,0.24,0.1,0.1,6,0.12,13
241,2017-07-17T00:00:00,WE12,200,1,60,1,509153.063,36.983,-3.326,99.81,0.997,Good,2017_plate2 cyano,1,1000.966,35.801,-3.397,96.979,0.988,Good,2017_Plate2_mcyE.xlsx,1,0.172,36.014,-3.262,102.563,0.998,BQ,2017_Plate2_mcyE.xlsx,6.62,0.75,Surface,11:26,41.7032,-83.2525,4.27,0.87,sunny,0.8,NA,24.7,308.1,5.5,25.4,7.32,731,12.4,<0.1,<0.1,0.62,28.37,99.46,33.99,24.25,61.29,2.851,13.47,1.26,0.24,2.52,2.517,10.36,3.06,2017,7,17,198,61098.36756,120.11592,120.11592,BQL< 6.,6,0.1,0.12,7,0.47,14
242,2017-07-24T00:00:00,WE12,200,1,60,1,210366.578,36.983,-3.326,99.81,0.997,Good,2017_plate2 cyano,1,41.362,35.801,-3.397,96.979,0.988,BQ,2017_Plate2_mcyE.xlsx,1,334.622,36.014,-3.262,102.563,0.998,Good,2017_Plate2_mcyE.xlsx,6.87,0.75,Surface,10:38,41.705,-83.2533,15.61,2.48,cloudy,2.1,NA,25,255,2.1,59.8,5.39,98,2.73,0.12,<0.1,1.68,10.13,19.56,3.59,2.05,10.15,0.597,13.99,0.75,0.13,2.52,0.596,3.96,2.02,2017,7,24,205,25243.98936,BQL< 6.,6,40.15464,40.15464,0.12,0.47,7,0.5,14
243,2017-07-31T00:00:00,WE12,75,1,60,1,82736.984,36.983,-3.326,99.81,0.997,Good,2017_plate2 cyano,1,201.577,35.801,-3.397,96.979,0.988,Good,2017_Plate2_mcyE.xlsx,1,6.023,36.014,-3.262,102.563,0.998,BQ,2017_Plate2_mcyE.xlsx,6.92,0.75,Surface,11:53,41.7038,-83.2547,0.84,0.65,sunny,0.4,NA,24.9,255.8,10.1,8.1,6.23,946,18.5,0.47,<0.1,2.29,12.21,45.95,4.3,2.49,95.56,0.536,15.31,1.1,0.2,2.81,0.417,16.4,3.64,2017,7,31,212,26475.83488,64.50464,64.50464,BQL< 16.,16,0.47,0.5,7,1.2,14
244,2017-08-07T00:00:00,WE12,100,1,60,1,295101.813,36.983,-3.326,99.81,0.997,Good,2017_plate2 cyano,1,263.506,35.801,-3.397,96.979,0.988,Good,2017_Plate2_mcyE.xlsx,1,4.903,36.014,-3.262,102.563,0.998,BQ,2017_Plate2_mcyE.xlsx,6.84,0.75,Surface,11:35,41.7029,-83.2539,4.83,0.58,sunny,1.5,NA,23.4,248.4,2.4,55.2,5.19,1149,2.54,0.5,<0.1,2.46,16.17,32.09,2.75,1.69,24.91,0.36,5.44,0.86,0.14,2.36,0.449,3.88,1.54,2017,8,7,219,70824.43512,63.24144,63.24144,BQL< 12.,12,0.5,1.2,7,1.2,14
245,2017-08-14T00:00:00,WE12,100,1,60,1,246923.016,36.983,-3.326,99.81,0.997,Good,2017_plate2 cyano,1,444.63,35.801,-3.397,96.979,0.988,Good,2017_Plate2_mcyE.xlsx,1,20.11,36.014,-3.262,102.563,0.998,BQ,2017_Plate2_mcyE.xlsx,6.68,0.75,Surface,11:22,41.7028,-83.2548,4.24,0.59,sunny,1.5,NA,24.3,254.1,2.5,53.2,6.93,1192,6.28,1.2,<0.1,3.96,15.05,33.65,1.46,0.95,23.18,0.319,4.04,1.05,0.21,2.61,0.562,5.32,1.58,2017,8,14,226,59261.52384,106.7112,106.7112,BQL< 12.,12,1.2,1.2,7,2.22,14
246,2017-08-21T00:00:00,WE12,10,1,60,1,15934.869,36.983,-3.326,99.81,0.997,Good,2017_plate2 cyano,1,43.375,35.801,-3.397,96.979,0.988,BQ,2017_Plate2_mcyE.xlsx,1,BD,36.014,-3.262,102.563,0.998,BD,2017_Plate2_mcyE.xlsx,6.84,0.75,Surface,11:33,41.7034,-83.2533,5.35,0.41,cloudy,1.5,NA,25.3,252.9,2.7,51.1,7.69,1279,7.61,1.2,0.13,14.49,22.04,98.45,3.51,1.26,13.3,0.183,2.28,1.88,0.28,2.42,0.487,5.92,2.98,2017,8,21,233,38243.6856,BQL< 120.,120,BDL< 2.4,2.4,1.2,2.22,7,5.33,15
247,2017-08-28T00:00:00,WE12,50,1,60,1,165764.016,36.983,-3.326,99.81,0.997,Good,2017_plate2 cyano,1,5486.639,35.801,-3.397,96.979,0.988,Good,2017_Plate2_mcyE.xlsx,1,BD,36.014,-3.262,102.563,0.998,BD,2017_Plate2_mcyE.xlsx,6.8,0.75,Surface,11:42,41.7012,-83.2464,2.65,0.71,rain,1,NA,22.7,245.8,4.2,34.7,7.21,164,10,2.22,0.15,30.39,45.37,36.51,4.3,1.13,42.89,0.081,2.91,3.29,0.51,2.54,0.653,11.15,5.68,2017,8,28,240,79566.72768,2633.58672,2633.58672,BDL< 0.48,0.48,2.22,5.33,8,6.21,14
248,2017-09-05T00:00:00,WE12,50,1,60,1,116060.68,36.983,-3.326,99.81,0.997,Good,2017_plate2 cyano,1,1004.9,35.801,-3.397,96.979,0.988,Good,2017_Plate2_mcyE.xlsx,1,BD,36.014,-3.262,102.563,0.998,BD,2017_Plate2_mcyE.xlsx,6.59,0.75,Surface,11:38,41.7038,-83.254,13.33,2.22,sunny,0.4,NA,20.3,242.8,19.7,0.8,7.21,97,36,5.33,0.21,12.51,41.23,47.09,3.42,3.03,52.41,0.118,2.8,2.98,0.49,2.89,0.795,31.04,7.5,2017,9,5,248,55709.1264,482.352,482.352,BDL< 0.48,0.48,5.33,6.21,6,0.41,13
249,2017-09-11T00:00:00,WE12,50,1,60,1,318433.844,36.983,-3.326,99.81,0.997,Good,2017_plate2 cyano,1,1977.313,35.801,-3.397,96.979,0.988,Good,2017_Plate2_mcyE.xlsx,1,BD,36.014,-3.262,102.563,0.998,BD,2017_Plate2_mcyE.xlsx,6.77,0.75,Surface,11:21,41.7032,-83.254,3.21,0.74,partly cloudy,0.1,NA,19.1,142.3,25,0.2,5.78,171,75.4,6.21,0.49,536.18,180.38,49.92,6.06,5.06,19.18,0.149,10.33,11.27,2.03,3.41,1.322,61,25.96,2017,9,11,254,152848.2451,949.11024,949.11024,BDL< 0.48,0.48,6.21,0.41,7,0.41,14
250,2017-09-18T00:00:00,WE12,5,1,60,1,152894.938,36.983,-3.326,99.81,0.997,Good,2017_plate2 cyano,1,153.09,35.801,-3.397,96.979,0.988,Good,2017_Plate2_mcyE.xlsx,1,BD,36.014,-3.262,102.563,0.998,BD,2017_Plate2_mcyE.xlsx,6.4,0.75,Surface,11:24,41.703,-83.2539,2.13,0.21,cloudy,1.4,NA,20.6,251.6,4,37,8.62,276,8.34,0.41,0.14,6.5,17.74,30.01,5.62,1.08,26.35,<0.002,6.79,1.3,0.2,NA,0.775,7.35,3.63,2017,9,18,261,733895.7024,734.832,734.832,BDL< 4.8,4.8,0.41,0.41,7,0.1,-146
251,2017-09-25T00:00:00,WE12,100,1,60,1,136929.828,36.983,-3.326,99.81,0.997,Good,2017_plate2 cyano,1,361.824,35.801,-3.397,96.979,0.988,Good,2017_Plate2_mcyE.xlsx,1,BD,36.014,-3.262,102.563,0.998,BD,2017_Plate2_mcyE.xlsx,6.73,0.75,Surface,12:16,41.7035,-83.2538,1.94,0.19,sunny,1.5,NA,23.9,128.9,2.3,55.6,7.46,1216,5.14,0.41,<0.1,9.99,9.62,20.14,4.46,<0.25,3.84,<0.002,1.51,1.1,0.2,2.76,0.684,3.6,1.82,2017,9,25,268,32863.15872,86.83776,86.83776,BDL< 0.24,0.24,0.41,0.1,-153,0.1,-140
NA,2017-04-25T00:00:00,WE12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.62,0.75,Surface,10:32,41.7052,-83.256,11.08,1.09,cloudy,0.3,NA,12.8,444.4,28.2,0.1,8.52,14,58.8,NA,NA,0.16,2.82,219.04,69.78,41.55,2108.7,3.883,22.05,1.24,0.2,5.43,3.704,53.1,2.36,2017,4,25,115,NA,NA,NA,NA,NA,0.1,,,,
NA,2017-05-08T00:00:00,WE12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.83,0.75,Surface,10:20,41.7039,-83.2545,7,1.81,clear,0.2,NA,11,358,17,1.4,9.02,196,34.3,NA,NA,0.09,3.31,107.63,31.57,22.78,60.46,1.615,11.84,0.71,0.11,3.32,1.654,30.28,3.02,2017,5,8,128,NA,NA,NA,NA,NA,0.1,,,,
NA,2017-05-30T00:00:00,WE12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.87,0.75,Surface,11:34,41.7036,-83.257,17.11,1.1,mostly sunny,0.2,NA,18.8,345.7,10.7,7,6.98,65,25.2,<0.1,<0.1,0.09,3.47,112.49,48.22,38.81,59.84,2.754,23.12,0.7,0.13,4.05,2.913,16.72,1.38,2017,5,30,150,NA,NA,NA,NA,NA,0.1,,,,
NA,2017-06-12T00:00:00,WE12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84,0.75,Surface,11:45,41.7027,-83.2555,10.04,0.74,mostly sunny,1.5,NA,22.2,279.9,1.6,66.8,7.72,1303,2.54,<0.1,0.15,0.07,10.67,17.32,2.89,1.41,12.52,0.67,17.57,0.53,0.1,2.74,0.622,3.1,1.01,2017,6,12,163,NA,NA,NA,NA,NA,0.1,,,,
NA,2017-06-26T00:00:00,WE12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.76,0.75,Surface,11:54,41.705,-83.2597,14.57,1.61,mostly sunny,1,NA,21.5,335.6,3.7,39.8,5.44,337,7.47,<0.1,<0.1,0.1,7.89,56.17,27.12,15.52,53.24,2.188,21.64,0.67,0.12,4.59,2.078,7.64,1.38,2017,6,26,177,NA,NA,NA,NA,NA,0.1,,,,
